"ridership","Austin","Quincy_Wells","Belmont","Archer_35th","Oak_Park","Western","Clark_Lake","Clinton","Merchandise_Mart","Irving_Park","Washington_Wells","Harlem","Monroe","Polk","Ashland","Kedzie","Addison","Jefferson_Park","Montrose","California","temp_min","temp","temp_max","temp_change","dew","humidity","pressure","pressure_change","wind","wind_max","gust","gust_max","percip","percip_max","weather_rain","weather_snow","weather_cloud","weather_storm","Blackhawks_Away","Blackhawks_Home","Bulls_Away","Bulls_Home","Bears_Away","Bears_Home","WhiteSox_Away","WhiteSox_Home","Cubs_Away","Cubs_Home","date"
4.656,0.671,1.241,2.436,1.007,0.453,1.295,4.518,1.269,1.154,1.826,2.059,0.923,1.889,0.577,0.696,1.156,0.972,2.773,0.874,0.435,36,37,52,16,28,65,30.27,0.34,11.5,20.7,0,27.6,0,0,0,0,1,0.44,0,1,0,0,0,0,0,0,0,0,2016-03-06
19.868,1.995,8.15,5.625,3.288,1.805,3.952,20.458,4.149,7.941,4.389,8.313,3.139,7.92,3.504,1.606,3.566,2.895,6.845,2.427,1.097,46.9,50,62.1,15.2,36.5,61,29.91,0.119999999999997,12.7,18.4,0,26.5,0,0,0,0,1,0.166666666666667,0,0,0,1,0,0,0,0,0,0,2016-03-07
21.924,2.111,8.179,5.763,3.302,1.905,4.038,20.737,4.126,8.19,4.478,8.479,3.276,7.937,3.67,1.697,3.511,3.02,7.078,2.447,1.165,59,61,72,13,48.9,56.5,29.885,0.110000000000003,13.25,21.9,0,32.2,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,2016-03-08
21.64,2.084,8.11,5.603,3.197,1.866,3.723,20.034,4.111,7.995,4.487,8.299,2.929,8.087,3.548,1.496,3.376,2.886,6.795,2.409,0.963,57.9,61,66,8.1,54,75,29.87,0.16,11.5,16.1,0,23,0,0.04,0.111111111111111,0,0.888888888888889,0.740740740740741,1,0,0,0,0,0,0,0,0,0,2016-03-09
21.553,2.107,7.885,5.876,3.336,1.826,3.894,20.363,4.104,7.925,4.554,8.167,3.123,8.225,3.42,1.65,3.502,3.061,6.933,2.474,1.051,45,48,57,12,37,68,30.05,0.210000000000001,9.2,16.1,0,0,0,0,0,0,1,0.96,0,0,1,0,0,0,0,0,0,0,2016-03-10
21.475,2.002,7.555,5.738,3.142,1.744,3.807,20.122,4.047,7.183,4.567,7.896,3.029,7.887,3.221,1.644,3.402,3.027,7.083,2.399,1.017,39,43,53.1,14.1,33.1,72,30.335,0.220000000000002,6.9,10.4,0,0,0,0,0,0,1,0.192307692307692,1,0,0,1,0,0,0,0,0,0,2016-03-11
12.399,0.94,1.417,3.539,1.787,0.714,1.988,6.028,1.355,2.061,2.606,1.304,1.455,2.72,0.901,0.952,1.981,1.527,3.814,1.227,0.577,39.9,43,59,19.1,39,71,30.21,0.289999999999999,4.6,11.5,0,0,0,0,0,0,1,0.32,0,0,0,0,0,0,0,0,0,0,2016-03-12
4.727,0.749,1.173,2.57,1.12,0.473,1.407,4.643,1.35,1.137,1.843,0.935,1.004,1.904,0.604,0.662,1.329,1.076,2.712,0.91,0.444,44.1,46.9,50,5.9,45,90,29.86,0.369999999999997,8.1,16.1,0,0,0.02,0.08,0.828571428571429,0,0.171428571428571,0.171428571428571,0,0,0,0,0,0,0,0,0,0,2016-03-13
21.109,1.941,8.322,5.64,3.369,1.797,3.911,20.68,4.271,8.029,4.43,8.366,3.106,7.691,3.649,1.595,3.516,2.864,6.967,2.455,1.082,44.1,44.1,53.1,9,44.1,96,29.7,0.120000000000001,5.2,9.2,0,0,0,0.11,0.28125,0,0.71875,0.6875,0,1,1,0,0,0,0,0,0,0,2016-03-14
21.283,2.056,8.255,5.638,3.185,1.918,3.856,20.298,4.253,8.25,4.331,8.475,3.046,7.827,3.671,1.587,3.3,2.907,6.773,2.413,0.996,46.9,48.9,64,17.1,45,77,29.775,0.289999999999999,8.1,17.3,0,27.6,0,0,0,0,1,0.733333333333333,0,0,0,0,0,0,0,0,0,0,2016-03-15
21.799,2.061,8.239,5.868,3.333,1.797,3.967,20.321,4.261,8.279,4.54,9.104,3.118,8.112,3.682,1.658,3.478,2.969,6.903,2.469,1.023,48.9,54,60.1,11.2,43,75,29.47,0.41,21.9,36.8,33.4,51.8,0,0.07,0.303030303030303,0,0.696969696969697,0.424242424242424,0,1,1,0,0,0,0,0,0,0,2016-03-16
21.834,2.048,8.08,5.89,3.212,1.875,3.893,20.613,4.226,8.14,4.533,8.192,3.137,8.35,3.535,1.665,3.424,3.039,7.012,2.524,1.042,43,50,57,14,27.05,41.5,29.845,0.120000000000001,14.4,23,20.75,35.7,0,0,0,0,0.916666666666667,0,0,0,0,1,0,0,0,0,0,0,2016-03-17
20.599,1.95,7.562,5.814,3.126,1.829,3.879,20.216,4.134,7.279,4.646,8.116,2.988,7.961,3.4,1.615,3.393,2.978,6.992,2.386,1.047,35.1,42.55,50,14.9,27,54,30.075,0.219999999999999,10.4,18.4,0,26.5,0,0,0,0,0.708333333333333,0.0833333333333333,1,0,0,0,0,0,0,0,0,0,2016-03-18
6.273,0.895,1.452,4.177,1.622,0.602,1.833,5.312,1.519,1.7,2.509,1.411,1.29,2.371,0.932,0.821,1.723,0.041,3.432,1.076,0.571,36,37.9,45,9,30,73,30.17,0.109999999999999,8.1,13.8,0,0,0,0,0,0,1,0.548387096774194,0,0,0,1,0,0,0,0,0,0,2016-03-19
4.868,0.649,1.311,2.994,1.183,0.494,1.402,4.656,1.433,1.167,2.068,0.889,0.993,1.966,0.664,0.73,1.301,0.029,2.809,0.868,0.472,34,37.9,44.1,10.1,25.55,63.5,30.205,0.0799999999999983,10.95,17.3,0,25.3,0,0,0,0,1,0.0833333333333333,0,1,0,0,0,0,0,0,0,0,2016-03-20
20.238,2.004,8.343,5.407,3.347,1.803,3.933,19.868,4.121,7.938,4.516,8.118,3.06,7.828,3.492,1.677,3.471,2.97,6.844,2.45,1.073,33.1,37.9,50,16.9,23,57,30.175,0.18,5.8,9.2,0,0,0,0,0,0,0.958333333333333,0.0833333333333333,0,0,0,1,0,0,0,0,0,0,2016-03-21
20.736,2.148,8.161,5.358,3.41,1.953,4.092,21.924,4.103,8.272,4.79,8.548,3.271,8.098,3.718,1.742,3.593,3.593,7.219,2.665,1.176,45,47.45,66.9,21.9,29.45,46,29.805,0.400000000000002,14.4,20.7,21.3,27.6,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,2016-03-22
20.59,2.128,8.139,5.294,3.45,1.882,3.958,21.64,4.016,8.345,4.808,8.267,3.202,7.972,3.75,1.637,3.552,3.563,7.112,2.529,1.125,39.9,41.55,61,21.1,35.1,76,29.84,0.18,12.7,17.3,0,23,0,0.02,0.2,0,0.8,0.7,0,0,0,1,0,0,0,0,0,0,2016-03-23
19.661,2.079,8.16,5.421,3.383,1.944,4.073,21.553,4.085,8.173,4.895,8.419,3.298,8.302,3.721,1.744,3.542,3.587,7.292,2.562,1.12,34,38.45,42.1,8.1,37,93,29.605,0.330000000000002,13.8,23,0,34.5,0.03,0.3,0.565217391304348,0.108695652173913,0.326086956521739,0.326086956521739,0,0,1,0,0,0,0,0,0,0,2016-03-24
17.962,2.097,7.821,5.864,3.349,1.948,3.996,21.475,4.435,7.577,4.781,8.346,3.199,8.213,3.53,1.727,3.549,3.136,7.117,2.539,1.115,30.9,33.1,45,14.1,24.1,69,30.09,0.350000000000001,10.4,18.4,0,26.5,0,0,0,0,1,0.36,0,0,0,0,0,0,0,0,0,0,2016-03-25
6.041,1.129,2.256,3.979,2.045,1.026,2.335,12.399,2.123,3.8,3.115,1.989,2.881,4.393,1.266,1.079,2.086,1.687,4.856,1.65,0.619,35.1,39.45,54,18.9,31.45,71.5,30.16,0.109999999999999,6.9,15,0,0,0,0,0,0,0.875,0,1,0,1,0,0,0,0,0,0,0,2016-03-26
4.694,0.634,1.07,2.493,0.998,0.422,1.216,4.727,1.511,0.979,1.81,1.072,0.894,1.708,0.572,0.578,1.036,0.839,2.536,0.857,0.417,43,46.9,66,23,39,69.5,29.95,0.27,9.2,18.4,0,28.8,0,0.08,0.178571428571429,0,0.821428571428571,0.142857142857143,1,0,0,0,0,0,0,0,0,0,2016-03-27
20.158,2.056,8.62,5.664,3.296,1.848,3.988,21.109,4.291,8.043,4.608,8.344,3.199,7.981,3.621,1.597,3.429,2.896,6.795,2.545,1.113,43,45,52,9,35.1,68,30.03,0.350000000000001,11.5,17.3,0,23,0,0,0,0,1,0.62962962962963,0,0,0,1,0,0,0,0,0,0,2016-03-28
21.828,2.001,8.425,5.792,3.409,1.853,4.02,21.283,4.317,8.291,4.806,8.485,3.219,8.291,3.647,1.687,3.409,2.684,7.108,2.541,1.138,36,43,59,23,30,69,30.265,0.16,4.6,13.8,0,0,0,0,0,0,0.625,0,1,0,1,0,0,0,0,0,0,0,2016-03-29
21.386,2.104,8.43,6.172,3.45,1.915,4.12,21.799,4.169,8.26,5.18,8.397,3.212,8.238,3.635,1.696,3.53,2.198,7.181,2.612,1.17,46,52.1,60.1,14.1,33.1,52,29.845,0.550000000000001,15,25.3,20.7,34.5,0,0.12,0.3,0,0.7,0.733333333333333,0,0,0,0,0,0,0,0,0,0,2016-03-30
21.251,2.193,8.317,6.416,3.388,1.936,4.149,21.834,4.111,8.128,5.148,8.192,3.273,8.421,3.655,1.813,3.519,2.109,7.288,2.598,1.164,52,60.1,69.1,17.1,55,83,29.39,0.399999999999999,17.3,25.3,27.6,48.3,0,0.15,0.452380952380952,0,0.547619047619048,0.357142857142857,0,0,1,0,0,0,0,0,0,0,2016-03-31
22.355,2.104,7.596,6.312,3.202,1.779,3.992,20.599,3.968,7.345,5.026,7.836,3.099,7.864,3.186,1.724,3.317,1.908,6.989,2.499,1.117,39.9,45,51.1,11.2,37,76,29.66,0.289999999999999,8.1,18.4,0,31.1,0,0.03,0.297297297297297,0,0.702702702702703,0.486486486486487,1,0,0,0,0,0,0,0,0,0,2016-04-01
5.711,0.929,1.849,4.307,1.614,0.723,2.025,6.273,1.624,1.643,2.726,1.66,1.444,2.598,1.015,0.909,1.886,0.002,3.678,1.214,0.582,32,35.1,43,11,24.1,64,29.735,0.449999999999999,19.6,38,28.8,56.4,0,0.01,0.0263157894736842,0.421052631578947,0.342105263157895,0.0263157894736842,0,0,0,1,0,0,0,0,0,0,2016-04-02
4.76,0.707,1.518,3.102,1.083,0.495,1.38,4.868,1.403,1.041,2.148,1.019,0.963,1.993,0.643,0.714,1.214,0.023,2.895,0.923,0.444,28.9,34.1,72,43.1,16,42,30.025,0.52,12.1,28.8,21.3,42.6,0,0,0.0416666666666667,0,0.833333333333333,0.0833333333333333,0,1,1,0,0,0,0,0,0,0,2016-04-03
20.235,1.869,8.619,5.484,3.058,1.719,3.817,20.238,3.962,8.096,4.753,8.357,2.876,7.684,3.269,1.592,3.137,1.717,7.02,2.221,1.103,32,36,69.1,37.1,26.55,67,30.165,0.77,17.85,25.3,24.2,34.5,0,0,0.0882352941176471,0.441176470588235,0.470588235294118,0.441176470588235,0,0,0,0,0,0,1,1,1,1,2016-04-04
20.738,2,8.286,5.912,3.196,1.812,3.846,20.736,4.05,8.108,5.011,8.207,3.185,7.918,3.362,1.623,3.242,1.662,6.97,2.413,1.117,30,34.1,46.9,16.9,18,52.5,30.44,0.350000000000001,10.4,15,0,26.5,0,0.01,0.0833333333333333,0,0.916666666666667,0.125,0,1,1,0,0,0,1,1,1,1,2016-04-05
20.733,1.927,8.374,5.801,3.07,1.742,3.689,20.59,4.179,8.175,4.895,8.555,2.997,7.986,3.304,1.651,3.162,1.713,6.668,2.355,1.035,43,46.9,50,7,42.1,80,29.59,0.599999999999998,11.5,17.3,0,24.2,0.01,0.08,0.628571428571429,0,0.371428571428571,0.371428571428571,0,0,0,0,0,0,1,1,1,1,2016-04-06
21.171,1.826,7.906,5.693,2.97,1.653,3.427,19.661,4.089,7.754,4.79,8.347,2.829,7.85,2.993,1.441,2.99,1.745,6.545,2.224,0.961,35.1,41,46.9,11.8,31.45,79,29.585,0.329999999999998,13.8,21.9,0,27.6,0,0.01,0.394736842105263,0,0.605263157894737,0.552631578947368,0,1,1,0,0,0,1,1,1,1,2016-04-07
20.274,1.586,6.251,5.255,2.619,1.415,3.173,17.962,3.41,6.142,4.229,6.197,2.472,6.454,2.708,1.368,2.774,1.455,5.94,2.074,0.901,35.1,37.9,43,7.9,27,62,29.83,0.119999999999997,11.5,25.3,0,29.9,0,0.04,0.241379310344828,0,0.724137931034483,0.206896551724138,0,0,0,0,0,0,1,1,1,1,2016-04-08
6.101,0.881,1.897,3.327,1.603,0.63,1.954,6.041,1.425,1.32,2.531,1.356,1.323,2.397,0.878,0.914,1.873,0.763,3.522,1.113,0.592,24.1,30.55,37,12.9,15.1,58.5,30.155,0.379999999999999,14.4,24.2,0,38,0,0.01,0,0.34375,0.65625,0,1,0,0,1,0,0,1,1,1,1,2016-04-09
4.75,0.59,1.387,2.294,0.944,0.391,1.206,4.694,1.421,0.808,1.746,0.928,0.842,1.61,0.549,0.582,1,0.532,2.481,0.819,0.455,34,38.5,48.9,14.9,25,57,29.94,0.490000000000002,13.8,19.6,20.15,27.6,0,0.04,0.428571428571429,0.178571428571429,0.392857142857143,0.285714285714286,0,0,0,0,0,0,1,1,1,1,2016-04-10
20.877,1.899,8.705,5.796,3.204,1.69,3.966,20.158,4.308,7.435,4.73,8.164,3.047,7.982,3.356,1.626,3.349,1.792,6.754,2.431,1.045,46,50,52,6,45.05,89,29.82,0.300000000000001,10.4,20.7,0,25.3,0,0.01,0.1,0,0.9,0.633333333333333,0,0,1,0,0,0,1,1,1,1,2016-04-11
21.232,2.037,8.173,6.015,3.452,1.827,4.164,21.828,4.327,7.868,5.019,7.704,3.145,8.28,2.213,1.719,3.49,1.815,7.074,2.519,1.192,34,42.1,46,12,19.9,44,30.365,0.32,8.1,13.8,0,19.6,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,2016-04-12
21.22,2.071,8.102,6.093,3.391,1.766,4.032,21.386,4.29,7.765,5.041,7.783,3.114,8.163,1.757,1.724,3.507,1.776,7.006,2.491,1.124,37,44.05,55,18,27.5,52.5,30.355,0.129999999999999,7.5,16.1,0,17.3,0,0,0,0,0.916666666666667,0.0416666666666667,1,0,0,1,0,0,1,1,1,1,2016-04-13
21.481,2.061,7.672,6.218,3.366,1.766,4.091,21.251,4.294,7.583,5.044,7.329,3.119,8.617,1.767,1.751,3.513,1.837,7.022,2.547,1.136,41,46.9,61,20,27.5,39,30.27,0.139999999999997,8.1,12.7,0,16.1,0,0,0,0,0.75,0,0,0,0,0,0,0,1,1,1,1,2016-04-14
20.871,1.992,7.495,6.206,3.29,1.722,3.789,22.355,4.297,7.549,4.983,7.669,3.052,9.129,1.56,1.758,3.376,1.611,6.943,2.508,1.081,45,52,69.1,24.1,33.1,42,30.215,0.0700000000000003,8.1,12.7,0,0,0,0,0,0,0.708333333333333,0,1,0,0,0,0,0,1,1,1,1,2016-04-15
6.829,1.014,1.4,3.377,1.513,0.745,1.834,5.711,1.566,1.925,2.473,1.129,1.266,2.517,0.5,0.914,1.572,0.697,3.348,1.14,0.531,48.9,57.55,75.9,27,39,44,30.275,0.0800000000000018,6.9,15,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,1,1,1,1,2016-04-16
5.568,0.884,1.434,2.786,1.197,0.664,1.504,4.76,1.491,1.337,2.072,0.943,1.034,2.192,0.56,0.715,1.347,0.605,2.863,0.997,0.432,53.1,61.5,80.1,27,38.45,44,30.33,0.109999999999999,5.8,16.1,0,0,0,0,0,0,0.583333333333333,0,0,1,0,0,0,0,1,1,1,1,2016-04-17
19.969,2.005,8.674,5.908,3.286,1.873,3.906,20.235,4.303,8.063,4.835,8.553,3.078,7.985,3.151,1.653,3.311,1.706,6.914,2.465,1,55,65.9,82.9,27.9,37.9,35.5,30.3,0.16,5.2,12.7,0,0,0,0,0,0,1,0.0833333333333333,0,0,0,0,0,0,1,1,1,1,2016-04-18
20.979,2.126,8.55,6.216,3.407,1.934,4.132,20.738,4.217,8.381,5.008,8.549,3.248,8.101,3.401,1.696,3.514,1.787,7.151,2.519,1.12,48,55.45,66,18,39.45,61.5,30.195,0.0799999999999983,9.2,18.4,0,0,0,0,0,0,1,0.708333333333333,0,1,0,0,0,0,1,1,1,1,2016-04-19
20.56,2.055,8.454,6.048,3.399,1.845,4.029,20.733,4.282,8.359,4.913,8.578,3.134,8.065,3.225,1.6,3.399,1.934,7.018,2.491,1.045,54,59.45,72,18,41.55,47,30.105,0.239999999999998,10.95,16.1,0,0,0,0,0.125,0,0.875,0.5,0,0,0,0,0,0,1,1,1,1,2016-04-20
21.34,2.114,8.295,6.152,3.359,1.973,4.025,21.171,4.335,8.268,4.968,8.433,3.308,8.547,3.402,1.694,3.582,2.115,7.038,2.483,1.047,57.9,60.1,71.1,13.2,55,87,29.83,0.199999999999999,6.9,18.4,0,27.6,0,0.12,0.241379310344828,0,0.758620689655172,0.482758620689655,1,0,0,0,0,0,1,1,1,1,2016-04-21
19.79,1.99,7.616,6.005,3.042,1.808,3.595,20.274,4.003,7.382,4.784,7.863,2.94,8.113,3.119,1.516,3.288,1.898,7.025,2.33,1.014,44.1,50,59,14.9,39.9,73,30,0.34,15,19.6,0,29.9,0,0,0,0,1,0.548387096774194,0,0,0,0,0,0,1,1,1,1,2016-04-22
6.108,0.927,1.959,3.57,1.596,0.746,1.983,6.101,1.459,2.077,2.513,1.396,1.321,2.718,0.873,0.961,1.79,0.803,3.476,1.243,0.535,42.1,51.1,59,16.9,37,66,30.17,0.16,8.1,13.8,0,0,0,0,0,0,0.8,0,0,1,0,0,0,0,1,1,1,1,2016-04-23
5.481,0.669,1.207,2.59,0.989,0.488,1.265,4.75,1.273,1.119,1.865,0.821,0.889,2.1,0.515,0.652,1.114,0.559,2.598,0.926,0.474,46,55.5,79,33,43.55,58.5,30.025,0.289999999999999,9.2,15,0,20.7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2016-04-24
20.235,2.072,8.414,5.874,3.34,2.001,4.072,20.877,4.254,8.241,4.772,8.607,3.205,7.835,3.465,1.674,3.525,2.314,7.049,2.575,1.075,63,72,82.9,19.9,51,46.5,29.725,0.260000000000002,13.8,21.9,0,29.9,0,0,0,0,1,0.166666666666667,1,0,0,0,0,0,1,1,1,1,2016-04-25
20.677,2.131,8.406,5.889,3.469,1.922,4.155,21.232,4.056,8.218,4.894,8.547,3.217,8.098,3.516,1.669,3.625,2.284,7.255,2.573,1.122,45,47.45,78.1,33.1,41.55,76,29.81,0.330000000000002,13.25,20.7,0,26.5,0,0.01,0.0294117647058824,0,0.911764705882353,0.647058823529412,0,0,0,0,0,0,1,1,1,1,2016-04-26
21,2.235,8.119,5.947,3.531,1.955,4.157,21.22,4.103,8.181,4.969,8.504,3.214,8.08,3.477,1.698,3.657,2.305,7.19,2.622,1.119,44.1,46.9,50,5.9,39,76,29.91,0.130000000000003,17.3,24.2,0,24.2,0,0.15,0.233333333333333,0,0.766666666666667,0.766666666666667,0,0,0,0,0,0,1,1,1,1,2016-04-27
21.692,2.184,8.266,6.085,3.527,2.044,3.948,21.481,4.101,8.417,5.038,8.7,3.215,8.144,3.395,1.656,3.552,2.238,7.356,2.619,1.151,45,46.9,51.1,6.1,42.1,82,29.85,0.18,10.4,19.6,0,0,0,0.32,0.289473684210526,0,0.68421052631579,0.710526315789474,0,0,0,0,0,0,1,1,1,1,2016-04-28
21.001,2.126,7.507,6.124,3.403,1.904,3.975,20.871,3.996,7.232,4.997,7.866,3.144,8.063,3.192,1.733,3.608,2.403,7.229,2.57,1.134,44.1,45,51.1,7,39.9,80,30.08,0.149999999999999,9.2,12.7,0,0,0,0,0.194444444444444,0,0.805555555555556,0.638888888888889,0,0,0,0,0,0,1,1,1,1,2016-04-29
5.417,1.193,1.805,3.746,1.79,0.929,2.196,6.829,1.569,2.109,2.785,1.486,1.609,2.942,0.947,1.051,2.008,1.147,3.975,1.396,0.622,45,46.2,50,5,41,79,30.025,0.260000000000002,14.4,24.2,0,29.9,0.01,0.14,0.555555555555556,0,0.444444444444444,0.444444444444444,0,0,0,0,0,0,1,1,1,1,2016-04-30
4.937,0.918,1.561,2.886,1.285,0.722,1.572,5.568,1.391,1.344,2.222,1.013,1.224,2.399,0.66,0.802,1.438,0.912,3.121,1.048,0.497,45,46.9,51.1,6.1,44.1,90,29.96,0.109999999999999,11.5,18.4,0,0,0,0.05,0.354838709677419,0,0.645161290322581,0.709677419354839,0,0,0,0,0,0,1,1,1,1,2016-05-01
20.744,2.063,7.999,4.263,3.333,1.888,3.926,19.969,3.934,7.578,4.1,8.115,2.269,7.522,3.4,1.591,3.525,1.33,6.772,1.915,1.015,44.1,46.9,57.9,13.8,37.9,73.5,30.03,0.0999999999999979,13.25,18.4,0,23,0,0.17,0.166666666666667,0,0.833333333333333,0.333333333333333,0,0,0,0,0,0,1,1,1,1,2016-05-02
21.026,2.088,8.185,5.833,3.264,1.989,3.749,20.979,4.013,7.738,4.544,8.298,2.965,8.144,3.367,1.603,3.354,2.08,6.905,2.487,0.981,42.1,54.5,68,25.9,35.1,46,29.975,0.260000000000002,6.35,18.4,0,20.7,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,1,1,1,1,2016-05-03
21.426,2.105,7.997,5.813,3.18,1.931,3.79,20.56,4.045,7.939,4.669,8.158,2.906,7.948,3.354,1.617,3.473,1.998,6.964,2.478,0.985,46,48.9,62.1,16.1,39,63,29.72,0.27,14.4,21.9,0,31.1,0,0.2,0.25,0,0.75,0.5,0,0,0,0,0,0,1,1,1,1,2016-05-04
21.223,2.126,7.748,5.975,3.153,1.97,3.831,21.34,3.941,7.67,4.669,8.031,2.984,8.349,3.319,1.603,3.395,2.016,7.064,2.5,1.005,42.1,46,60.1,18,35.1,63,29.98,0.16,13.8,20.7,19.6,33.4,0,0,0.04,0,0.8,0.24,0,0,0,0,0,0,1,1,1,1,2016-05-05
20.852,1.978,7.426,5.769,3.035,1.803,3.6,19.79,3.884,6.769,4.525,7.606,2.788,7.747,3.035,1.517,3.155,1.965,6.861,2.363,0.918,46.9,60,82.9,36,40.45,50,29.98,0.25,6.9,12.7,0,20.7,0,0,0,0,0.791666666666667,0.0416666666666667,0,0,0,0,0,0,1,1,1,1,2016-05-06
6.495,1.054,1.775,3.502,1.661,0.846,1.989,6.108,1.53,1.779,2.707,1.258,1.441,2.508,0.808,0.923,1.929,0.932,3.64,1.209,0.565,55.9,62.95,77,21.1,45.5,43,29.755,0.219999999999999,13.25,29.9,0,40.3,0,0,0,0,1,0.208333333333333,0,0,0,0,0,0,1,1,1,1,2016-05-07
5.418,0.861,1.37,2.692,1.276,0.634,1.546,5.481,1.422,1.128,2.14,0.833,1.031,2.459,0.665,0.753,1.362,0.684,2.9,1.031,0.468,46,56.45,69.1,23.1,32.55,35.5,29.92,0.100000000000001,4.6,11.5,0,0,0,0,0,0,1,0.0416666666666667,0,0,0,0,0,0,1,1,1,1,2016-05-08
20.019,2.066,8.279,5.766,3.378,1.929,4.127,20.235,4,7.731,4.791,8.213,3.134,7.829,3.451,1.713,3.535,2.196,6.987,2.466,1.086,51.1,55.9,62.1,11,46,67,29.95,0.0799999999999983,11.5,17.3,0,23,0,0.08,0.310344827586207,0,0.689655172413793,0.586206896551724,0,0,0,0,0,0,1,1,1,1,2016-05-09
21.211,2.152,8.528,5.783,3.434,1.966,4.071,20.677,4.128,8.132,4.78,8.514,3.198,8.146,3.406,1.739,3.501,2.591,7.115,2.276,1.059,52,57.55,70,18,54,90,29.88,0.0700000000000003,11.5,15,0,21.9,0.02,0.1,0.725,0,0.275,0.2,0,0,0,0,0,0,1,1,1,1,2016-05-10
21.622,2.056,8.907,5.942,3.394,1.906,4.094,21,4.271,8.169,5.033,8.937,3.163,8.384,3.63,1.734,3.526,2.707,7.286,1.986,1.112,55,59,69.1,14.1,57,93,30.01,0.120000000000001,5.8,9.2,0,0,0,0,0,0,1,0.377777777777778,0,0,0,0,0,0,1,1,1,1,2016-05-11
21.905,2.154,8.264,6.092,3.452,1.971,4.241,21.692,4.266,8.078,5.049,8.545,3.301,8.547,3.355,1.696,3.579,2.895,7.504,2.087,1.143,55.9,62.1,71.1,15.2,55.9,86,29.92,0.0999999999999979,9.2,17.3,0,27.6,0,0.51,0.272727272727273,0,0.727272727272727,0.636363636363636,0,0,0,0,0,0,0,0,0,0,2016-05-12
20.599,2.173,7.701,5.993,3.448,1.995,4.106,21.001,3.981,7.876,4.963,7.865,3.26,8.333,3.116,1.825,3.648,2.922,7.533,1.884,1.104,50,59.55,66.9,16.9,43,59,29.96,0.170000000000002,10.95,18.4,0,24.2,0,0.05,0.125,0,0.791666666666667,0.0416666666666667,0,0,0,0,0,0,1,1,1,1,2016-05-13
6.26,0.956,1.615,3.21,1.549,0.715,1.787,5.417,1.431,2.924,3.118,1.408,1.28,2.366,0.736,0.827,1.68,1.101,3.672,0.002,0.567,43,46.9,57,14,37,74,29.87,0.25,15,23,0,34.5,0,0.28,0.428571428571429,0,0.571428571428571,0.457142857142857,0,0,0,0,0,0,1,1,1,1,2016-05-14
5.681,0.748,1.245,2.452,1.177,0.588,1.334,4.937,1.315,1.761,2.32,1.053,0.935,1.984,0.559,0.708,1.266,0.995,2.976,0.012,0.444,37.9,46.9,55.9,18,27.5,47.5,30.115,0.100000000000001,9.2,18.4,0,26.5,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2016-05-15
21.062,2.017,8.63,5.657,3.349,1.888,4.109,20.744,4.07,7.964,4.846,8.445,3.01,7.908,3.341,1.71,3.565,2.593,7.179,1.731,1.113,46.9,55.5,69.1,22.2,35,43,30.13,0.0799999999999983,12.7,17.3,0,26.5,0,0,0,0,0.916666666666667,0.125,0,0,0,0,0,0,0,0,0,0,2016-05-16
21.267,2.129,8.166,5.672,3.504,1.946,4.242,21.026,4.084,8.035,5.03,8.476,3.109,8.141,3.36,1.733,3.573,2.661,7.306,1.796,1.172,50,54.5,62.1,12.1,42.1,63,30.205,0.16,9.2,16.1,0,0,0,0.01,0.115384615384615,0,0.884615384615385,0.692307692307692,0,0,0,0,0,0,1,1,1,1,2016-05-17
21.623,2.066,8.262,5.833,3.348,1.878,4.116,21.426,4.045,8.128,5.038,8.614,3.063,8.11,3.5,1.698,3.527,2.722,7.248,1.865,1.109,45,52.55,64.9,19.9,38.45,52,30.235,0.0600000000000023,5.8,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2016-05-18
21.839,2.276,8.229,5.974,3.49,1.95,4.081,21.223,4.095,8.126,4.999,8.417,3.24,8.47,3.319,1.801,3.672,2.978,7.385,1.942,1.148,45,58,68,23,32,41,30.21,0.0799999999999983,5.75,10.4,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,1,1,1,1,2016-05-19
20.886,2.151,7.222,6.076,3.525,1.876,4.159,20.852,3.889,6.944,5.024,7.394,3.276,7.87,3.036,1.799,3.656,3.16,7.486,1.907,1.168,54,61.1,68,14,39,42,30.16,0.110000000000003,6.9,13.8,0,0,0,0,0,0,1,0.458333333333333,0,0,0,0,0,0,1,1,1,1,2016-05-20
6.971,1.142,1.598,3.586,1.762,0.832,2.1,6.495,1.664,1.891,2.771,1.511,1.591,2.925,0.911,1.077,1.929,1.559,4.136,0.727,0.559,55.9,62.95,75,19.1,35.55,33,30.09,0.0600000000000023,8.1,16.1,0,21.9,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2016-05-21
